VideoID,Title,CategoryID,Description,Tags,CategoryCheck,TagsCheck,DescriptionCheck,Is_Music,Is_Music_Manual
ZGEGEeANyO8,"Soniyo - From the Heart Audio Song - Raaz 2|Kangana Ranaut,Emraan Hashmi|Krishna Beura",10,"['song', 'name', '-', 'soniyo', '-', 'heart', 'album', '-', 'raaz', '-', 'mystery', 'continues', 'singer', '-', 'krishna', 'beura', 'lyrics', '-', 'kumaar', 'music', 'composer', '-', 'raju', 'singh', 'director', '-', 'mohit', 'suri', 'studio', '-', 'vishesh', 'films', 'producer', '-', 'mahest', 'bhatt', 'actors', '-', 'emraan', 'hashmi,', 'kangana', 'ranaut,', 'adhyayan', 'suman', 'music', 'label', '-', 'sony', 'music', 'entertainment', 'india', 'pvt.', 'ltd.', '©', '2008', 'sony', 'music', 'entertainment', 'india', 'pvt.', 'ltd.', 'follow', 'us:', 'vevo', '-', 'http://www.youtube.com/user/sonymusicindiavevo?sub_confirmation=1', 'facebook:', 'https://www.facebook.com/sonymusicindia', 'https://www.facebook.com/sonymusicrewind', 'twitter:', 'https://twitter.com/sonymusicindia', 'https://twitter.com/sonymusicrewind', 'g+:', 'https://plus.google.com/+sonymusicindia']","['Sony Music India', 'Sony Music India Vevo', 'Soniyo', 'From the Heart', 'Raaz - The Mystery Continues', 'Krishna Beura', 'Kumaar', 'Raju Singh', 'Mohit Suri', 'Mahest Bhatt', 'Vishesh Films', 'Emraan Hashmi', 'Kangana Ranaut', 'Adhyayan Suman', 'Retro', 'Bollywood', 'Official Hindi Song', 'Old Hindi Songs Collection', 'Old Hindi Songs', 'Old Hindi Audio Songs', 'Classic hindi Songs', 'Official Hindi Old Audio', 'Official Hindi Old Songs', 'Old Romantic Hindi Songs', 'Old', 'Romantic', 'Hindi']",1,0,1,Y,
_fCWqUMjdv4,"Tu Jaane Na Lyrical - Ajab Prem Ki Ghazab Kahani | Atif Aslam | Ranbir Kapoor, Katrina Kaif | Pritam",10,"['hey', 'guys,', 'sing', 'along', 'karaoke', 'version', 'song', '""tu', 'jaane', 'na""', 'movie', '""ajab', 'prem', 'ki', 'ghazab', 'kahani""', 'stay', 'updated', 'latest', 'videos', 'tips', 'music,', 'subscribe', 'link.', 'https://bit.ly/tipsofficial', 'set', ""'tu"", 'jaane', ""na'"", 'song', 'mobile', 'callertune', '(india', 'only)', 'vodafone', 'users', 'dial', '5372534839', 'airtel', 'users', 'dial', '5432112934634', 'idea', 'users', 'dial', '567892534839', 'available', ':', 'gaana', ':', 'http://bit.ly/2fpi5pa', 'saavn', ':', 'http://bit.ly/2qnqbs2', 'itunes', ':', 'http://apple.co/2qzeaq8', 'song', 'credits', ':', 'singer(s)', '-', 'atif', 'aslam', 'lyrics', 'writer', '-', 'irshad', 'kamil', 'music', 'director', '-', 'pritam', 'movie', 'cast', '&', 'crew', ':', 'producer', ':', 'ramesh', 's.', 'taurani', 'director', ':', 'rajkumar', 'santoshi', 'cast', ':', 'ranbir', 'kapoor,', 'katrina', 'kaif', '&', 'upen', 'patel', 'song', 'lyrics', ':', 'kaise', 'bataaye', 'kyun', 'tujhko', 'chaahe', 'yaara', 'bata', 'na', 'paaye', 'baatein', 'dilon', 'ki', 'dekho', 'jo', 'baaki', 'aankhein', 'tujhe', 'samjhaaye', 'tu', 'jaane', 'na', 'aaa', 'tu', 'jaane', 'na', 'tu', 'jaane', 'na', 'aaa', 'tu', 'jaane', 'na', 'milake', 'bhi', 'hum', 'na', 'mile', 'tumse', 'na', 'jaane', 'kyun', 'milon', 'ke', 'hai', 'faasle', 'tumse', 'na', 'jaane', 'kyun', 'anjaane', 'hai', 'silsile', 'tumse', 'na', 'jaane', 'kyun', 'sapne', 'hai', 'palakon', 'tale', 'tumse', 'na', 'jaane', 'kyun', 'kaise', 'bataaye', 'kyun', 'tujhko', 'chaahe', 'yaara', 'bata', 'na', 'paaye', 'baatein', 'dilon', 'ki', 'dekho', 'jo', 'baaki', 'aankhein', 'tujhe', 'samjhaaye', 'tu', 'jaane', 'na', 'aaa', 'tu', 'jaane', 'na', 'tu', 'jaane', 'na', 'aaa', 'tu', 'jaane', 'na', 'nigaahon', 'mein', 'dekho', 'meri', 'jo', 'hai', 'bas', 'gaya', 'woh', 'hai', 'milata', 'tumse', 'hubahu', 'jaane', 'teri', 'aankhein', 'thi', 'ya', 'baatein', 'thi', 'wajah', 'huye', 'tum', 'jo', 'dil', 'ki', 'aarzoo', 'tum', 'paas', 'hoke', 'bhi', 'tum', 'aas', 'hoke', 'bhi', 'ehsaas', 'hoke', 'bhi', 'apne', 'nahi', 'aise', 'hai', 'humko', 'gile', 'tumse', 'na', 'jaane', 'kyun', 'milon', 'ke', 'hai', 'faasle', 'tumse', 'na', 'jaane', 'kyun', 'tu', 'jaane', 'na', 'aaa', 'tu', 'jaane', 'na', 'tu', 'jaane', 'na', 'aaa', 'tu', 'jaane', 'na', 'kaise', 'bataaye', 'kyun', 'tujhko', 'chaahe', 'yaara', 'bata', 'na', 'paaye', 'baatein', 'dilon', 'ki', 'dekho', 'jo', 'baaki', 'aankhein', 'tujhe', 'samjhaaye', 'tu', 'jaane', 'na,', 'tu', 'jaane', 'na', 'tu', 'jaane', 'na,', 'tu', 'jaane', 'na', '#tujaanena', '#ajabpremkighazabkahani', '#atifaslam', '#ranbirkapoor', '#katrinakaif', 'join', 'us', 'http://youtube.com/tipsofficial', 'https://youtube.com/tipsfilms', 'http://youtube.com/dilapnapunjabi', 'http://youtube.com/jhankargaane', 'http://youtube.com/volume', 'http://youtube.com/bhaktiprem', 'https://www.facebook.com/tipsmusic', 'https://www.instagram.com/tips', 'https://twitter.com/tipsofficial']","['bollywood', 'bollywood songs', 'hindi songs', 'video song', 'new hindi songs', 'latest hindi songs', 'music video with lyrics', 'music video', 'Bollywood Sing Along', 'ajab prem ki ghazab kahani', 'ajab prem ki ghazab kahani songs', 'tu jaane na', 'tu jaane na kailash kher', 'tera hone laga hoon', 'tera hone laga hoon hd 1080p', 'aa jao meri tamanna', 'atif aslam songs', 'ranbir kapoor songs', 'katrina kaif songs', 'atif aslam new song 2018', 'atif aslam old songs']",1,0,1,Y,
kiqIA9DGGMs,"Lyrical : Kahin To Hogi Woh | Jaane Tu Ya Jaane Na | Imran Khan, Genelia D'Souza | A.R. Rahman",10,"['presenting', 'lyrical', 'video', 'song', '""kahin', 'hogi', 'woh""', 'bollywood', 'movie', 'jaane', 'tu', 'ya', 'jaane', 'na.', 'song', '-', 'kahin', 'hogi', 'woh', 'film', '-', 'jaane', 'tu...', 'ya', 'jaane', 'na', 'singer', '-', 'rashid', 'ali,', 'vasundhara', 'das', 'lyricist', '-', 'abbas', 'tyrewala', 'music', 'director', '-', 'a.r.', 'rahman', 'artist', '-', 'imran', 'khan,', 'genelia', ""d'souza"", 'music', '-', 't-series', 'set', 'caller', 'tune', '-', 'http://goo.gl/asygqp', '________________________________________', 'enjoy', '&', 'stay', 'connected', 'us!', '👉', 'subscribe', 't-series:', 'http://bit.ly/tseriesyoutube', '👉', 'like', 'us', 'facebook:', 'https://www.facebook.com/tseriesmusic', '👉follow', 'us', 'twitter:', 'https://twitter.com/tseries', '👉', 'follow', 'us', 'instagram:', 'http://bit.ly/instagramtseries']","['Kahin To Hogi Woh', 'Jaane Tu... Ya Jaane Na', 'Rashid Ali', 'Vasundhara Das', 'Abbas Tyrewala', 'A.R. Rahman', 'Imran Khan', ""Genelia D'Souza"", 'Manjari Phadnis', 'Ayaz Khan', 'Others', 'Hindi Bollywood Song', 'Kahin To Hogi Woh Song', 'official song', 'tseries movies', 'Hindi Songs', 'Hindi Movies', 'Bollywood Song', 'Latest Bollywood Song', 'Bollywood Romantic Song', 'Latest Hindi Movies', 'Full Hindi Song', 'Full Movies Song', 'Latest Hindi Song', 'tseries']",1,0,1,Y,
_tXSOFCpbvI,"NF, Sasha Sloan - Only (Audio)",10,"['official', 'video', '“only”', 'nf', 'featuring', 'sasha', 'sloan.', 'get', 'song', '‘the', 'search’', 'album', 'here:', 'https://nf.lnk.to/thesearchyd', 'subscribe', 'nfrealmusic', 'youtube:', 'https://nf.lnk.to/youtubeid', 'new', 'project', 'clouds', '(the', 'mixtape)', 'available', 'now:', 'https://nf.lnk.to/cloudsid', 'play', 'official', 'video', 'playlist', 'here:', 'https://nf.lnk.to/cloudsid/youtube', 'stream', '‘the', 'search’', 'album', 'spotify:', 'https://nf.lnk.to/thesearchyd/spotify', 'apple', 'music:', 'https://nf.lnk.to/thesearchyd/applemusic', 'amazon', 'music:', 'https://nf.lnk.to/thesearchyd/amazonmusic', 'soundcloud:', 'https://nf.lnk.to/thesearchyd/soundcloud', 'youtube', 'music:', 'https://nf.lnk.to/thesearchyd/youtubemusic', 'download', '‘the', 'search’', 'album', 'itunes:', 'https://nf.lnk.to/thesearchyd/itunes', 'amazon', 'music:', 'https://nf.lnk.to/thesearchyd/amazonmp3', 'follow', 'nf', 'instagram:', 'https://www.instagram.com/nfrealmusic', 'facebook:', 'https://www.facebook.com/nfrealmusic', 'twitter:', 'https://twitter.com/nfrealmusic', 'spotify:', 'https://nf.lnk.to/spotifyyd', 'website:', 'https://www.nfrealmusic.com', 'email:', 'https://nf.lnk.to/emailyd', '#nf', '#only', '#nfonly']","['Only', 'NF Only', 'Sasha Sloan', 'NF Sasha Sloan', 'Sasha Sloan Song', 'Sasha Sloan feature', 'Sasha Sloan new music', 'New NF Song', 'Only NF', 'Only video', 'Only audio', 'Only lyrics', 'Only official', 'NF New Song', 'NF 2019', 'NFrealmusic', 'NF real music', 'NF video', 'NF official audio', 'Nate Feuerstein', 'hip hop', 'rap', 'music', 'capitol', 'NF official', 'official NF', 'the search album', 'new NF', 'Only official video', 'NF Only official', 'NF new song']",1,0,1,Y,
cbLkAigs8Qs,Ivan B - Lowest Point (Audio),10,"['itunes:', 'https://itunes.apple.com/us/album/remains/1455426567', 'spotify:', 'https://open.spotify.com/album/2s8wzczxi2stsy3fmkfjgv?si=1xi7r2misc6fvszw-scx4q', 'https://twitter.com/fromivanb', 'https://www.instagram.com/fromivanb/', 'https://www.facebook.com/fromivanb', 'https://www.fromivanb.com/', 'snapchat', '@fromivanb', 'written', '&', 'performed', 'ivan', 'paniagua', 'shane', 'culloty', '(sample', 'winters', 'aid', '-', 'wisp', 'sings)', '(', 'wanted', 'give', 'thank', '@schlafshane', 'artist', '“winter', 'aid”', 'clearing', 'sending', 'stems', 'song', '“the', 'wisp', 'sings”', 'used', 'main', 'instruments', 'lowest', 'point.', 'song', 'incredible', 'itself.', ')', 'engineer', 'keith', 'fontano', 'producers', 'keith', 'fontano', 'cover', 'art', 'designed', 'david', 'kiernan', 'https://twitter.com/iamdavidkiernan']","['Ivan B', 'Lowest Point']",1,0,1,Y,
0Oye2IGLMdw,Winter Aid - The Wisp Sings,10,"['listen', 'spotify:', 'https://goo.gl/kq9tke', 'released', 'bluestack', 'records.', 'also', 'available', 'http://winteraid.bandcamp.com,', 'google', 'play', '(http://goo.gl/rb63jk)', 'itunes', '(http://goo.gl/yov1mq).', 'www.winteraid.com', 'video', 'directed', 'joey', 'bania', '-', 'http://joeybania.com/']","['music', 'folk music', 'irish music', 'irish', 'wisp', 'the wisp sings', 'winter aid', 'joey bania', 'bluestack records', 'will o the wisp', 'Dublin', 'Ireland', 'Folk']",1,0,1,Y,
_A0Beo0M-tQ,Maroon 5 - She Will Be Loved (Official Music Video),10,"['remastered', 'hd!', 'sign', 'updates:', 'http://smarturl.it/maroon5.news', 'music', 'video', 'maroon', '5', 'performing', 'loved.', '(c)', '2004', 'octoscope', 'music,', 'llc', '#remastered']","['maroon 5', 'she will be loved maroon 5', 'she will be loved', 'maroon 5 she will be loved', 'marron 5', 'maroon five', 'adam levine', 'maroon', 'maroon five she will be loved', '18+']",1,0,1,Y,
uuFSgEw09ac,Gajendra Verma - Tune Mere Jaana Kabhi Nahi Jaana I Emptiness | Gajendra Verma Songs | Sonotek Music,10,"['#emptiness', '#gajenderverma', '#tunemerejaanakabhinahijaana', 'song-', 'tune', 'mere', 'jaana', 'album', '-', 'emptiness', 'singer', '-', 'gajendra', 'verma', 'http://www.facebook.com/gajendravermaofficial?ref=ts&fref=ts', 'music', ':', 'vikram', 'singh', 'http://www.facebook.com/vkrmsingh04?ref=ts&fref=ts', 'lyrics:', 'aseem', 'ahmed', 'abbasse,', 'monomy', 'roy', 'http://www.facebook.com/aseemahmedabbasee?ref=ts&fref=ts', 'video', 'director:', 'gsk', '(https://www.facebook.com/gursharan.kohli.3)', 'production', 'house', ':', '(https://www.facebook.com/gskproductions)', 'copyright:', 'sonotek', 'cassettes', 'listen', 'itunes', 'https://itunes.apple.com/us/album/emptiness-single/id618769622', 'listen', 'dhingana', 'http://www.dhingana.com/tune-mere-jana-song-emptiness-hindi-pop-23aba49', 'contact', 'person', '-', 'ankit', 'vij', '09899429419', 'tune', 'mere', 'jaana', 'full', 'lyrics', 'oh!', 'love', 'mine', 'song', 'wine', 'harsh', 'divine', 'like', 'truth', 'lie', 'tale', 'ends', ""i've"", 'nothing', 'fear', 'love', 'yellow', 'forgiving', 'hollow', 'bright', 'emptiness', 'room', 'full', 'heads', 'cruel', 'mistress...', 'woo', 'ho', 'feel', 'unrest', 'nests', 'hollowness', 'go...', 'cold', 'feel', 'lonely', 'yea....', ""there's"", 'better', 'place', 'emptiness', ""i'm"", 'lonely', 'yea...', ""there's"", 'better', 'place', 'emptiness...', 'yei', 'yei', 'yei', 'ye....', 'tune', 'mere', 'jaana..', 'kabhi', 'nahi', 'jana..', 'ishq', 'mera', 'dard', 'mera..', 'haaye...', 'tune', 'mere', 'jaana..', 'kabhi', 'nahi', 'jana..', 'ishq', 'mera', 'dard', 'mera', '...', 'aashiq', 'teraaa..', 'bheed', 'mein', 'khoya', 'rehta', 'hai..', 'jaane', 'jahaan', 'puchho', 'toh', 'itna', 'kehta', 'hai..', 'feel', 'lonely', 'yea....', ""there's"", 'better', 'place', 'emptiness', ""i'm"", 'lonely', 'yea...', ""there's"", 'better', 'place', 'emptiness..', 'yei', 'yei', 'yei', 'ye....', 'airtel:', 'dial', '5432111889527', 'set', 'song', 'hello', 'tune', 'vodafone:', 'dial', '53710613910', 'set', 'song', 'yourcaller', 'tune', 'idea:', 'sms', 'dt', '1211499', 'send', '55456', 'set', 'song', 'dialer', 'tune', 'reliance:', 'sms', 'ct', '632135', 'send', '51234', 'set', 'song', 'caller', 'tune', 'bsnl', ':', 'sms', 'bt', '685317', '56700', 'set', 'song', 'bsnl', 'tune', 'docomo:', 'sms', 'set', '543671', '543211', 'set', 'song', 'caller', 'tune']","['Emptiness Original', 'emptiness rohan rathore', 'Emptiness', 'Tune Mera Jaana Original Video', 'Tune Mere Jaana Real Video', 'Gajendra Verma Emptiness', 'Gajendra Verma', 'Most Romantic Song', 'Love Songs 2013', 'Sad Songs', 'Best Love Songs', 'Rohan Rathore', 'tune mere jana', 'tune meri jana', 'tune mere jana kabhi nahi jana', 'oh love of mine', 'phir suna', 'gajender verma', 'hindi sad song', 'lonely rohan rathore', 'emptiness tune mere jana', 'romantic songs', 'indipop love songs', 'tune mere jaana']",1,0,1,Y,
cHMFC6CFWPI,"Hai Dil Ye Mera Full Video Song | Arijit Singh | Hate Story 2 | Jay Bhanushali, Surveen Chawla",10,"['watch', 'hai', 'dil', 'ye', 'mera', 'full', 'video', 'song', 'melodious', 'voice', 'arijit', 'singh', 'movie', 'hate', 'story', '2.', 'click', 'share', 'facebook', '-', 'http://bit.ly/haidilyehmera', 'song:', 'hai', 'dil', 'ye', 'mera', 'movie:', 'hate', 'story', '2', 'singer:', 'arijit', 'singh', 'music', 'director', ':mithoon', 'lyrics:', 'mithoon', 'music', 'label:', 't-series', 'set', 'caller', 'tune', '-', 'http://bit.ly/1uf7ceb', 'buy', 'itunes', '-', 'https://itunes.apple.com/in/album/hate-story-2-original-motion/id890766345?ign-mpt=uo%3d4', 'enjoy', 'stay', 'connected', 'us!!', 'subscribe', 't-series', 'channel', 'unlimited', 'entertainment', 'http://www.youtube.com/tseries', 'like', 'us', 'facebook', 'http://www.facebook.com/tseriesmusic', 'follow', 'us', 'http://www.twitter.com/tseries']","['Aaj Phir Song', 'Aaj Phir Tumpe Pyaar', 'Aaj Phir Tumpe Song', 'Arijit Latest Song', 'Hate Story 2 2014', 'Hate Story Latest Song', 'Hate Story 2 Latest Song', 'Aaj Phir Tumpe', 'Aaj Phir Tumpe 2014 Song', 'Hate Story 2 Songs', 'T Series', 'Latest Bollywood Songs', 'Red Band Songs', 'Red Band Trailers', 'Red Band Bollywood Trailers', 'Aaj Phir', 'Tumpe Pyaar Aaaya Hai', 'Bollywood Uncensored', 'Hate Story Full Songs', 'Hate Story 2 Full Songs', 'Hai Dil Yeh Mera', 'Hai Dil Yeh Mera Full Song', 'am#1290asco']",1,0,1,Y,
rwnJ5sdetQ0,"Sunn Raha Hai Na Tu Aashiqui 2 Full Video Song | Aditya Roy Kapur, Shraddha Kapoor",10,"['presenting', 'full', 'video', 'song', '""sun', 'raha', 'hai', 'na', 'tu""', 'movie', '""aashiqui', '2"",', 'movie', 'produced', 't-series', 'films', '&', 'vishesh', 'films,', 'starring', 'aditya', 'roy', 'kapur,', 'shraddha', 'kapoor', 'voice', 'ankit', 'tiwari.', 'song:', 'sunn', 'raha', 'hai', 'singer:', 'ankit', 'tiwari', 'music', 'director:', 'ankit', 'tiwari', 'assistant', 'mix', 'engineer', '-', 'michael', 'edwin', 'pillai', 'mixed', 'mastered', 'eric', 'pillai', '(future', 'sound', 'bombay)', 'lyrics:sandeep', 'nath', 'movie:', 'aashiqui', '2', 'producer:', 'bhushan', 'kumar', 'krishan', 'kuamr', 'producer:', 'mukesh', 'bhatt', 'director:', 'mohit', 'suri', 'music', 'label:', 't-series', 'set', 'caller', 'tune', 'sms', 'ashqi4', '54646', 'http://bit.ly/1l4ytni', 'http://goo.gl/o3rk12', 'buy', 'itunes:', 'https://geo.itunes.apple.com/in/album/aashiqui-2-original-motion/id630590910?ls=1', 'enjoy', '&', 'stay', 'connected', 'us!!', 'subscribe', 't-series', 'channel', 'unlimited', 'entertainment', 'http://www.youtube.com/tseries', 'like', 'us', 'facebook', 'http://www.facebook.com/tseriesmusic', 'follow', 'us', 'http://www.twitter.com/_tseries']","['\\sun raha hai na tu song\\', '\\sunn raha hai aashiqui 2\\', '\\aashiqui 2 songs\\', '\\aashiqui 2 full songs\\', 'aashiqui 2 tumhi ho', 'aashiqui 2 movie songs', 'aashiqui 2 hindi movie songs', 'sunn raha hai aashiqui 2', 'romantic songs 2012', 'arijit singh songs', 'mithoon songs', 'bollywood movie songs', 'love songs 2013', 'movies 2013', 'aashiqui 2 official trailer', 'tum hi ho mithoon aashiqui 2', 'full movies 2012', 'tumhi ho aashiqui 2', '\\sun raha hai song\\', 'lyrics', 'aashiqui 2 full hd 1080']",1,0,1,Y,
SC1_wA0y8kY,"Mere Bina Full Video - Crook|Emraan Hashmi,Neha Sharma|Nikhil D'Souza|Pritam|Mukesh Bhatt",10,"['watch', 'emraan', 'hashmi', 'date', 'neha', 'sharma', 'video', 'film', 'crook', '-', 'sung', 'nikhil', ""d'souza,"", 'music', 'composed', 'pritam', 'nominated', 'apsara', '(now', 'star', 'guild)', 'award', 'best', 'music', '2011', 'song', 'name', '-', 'mere', 'bina', 'movie', '-', 'crook', 'singer', '-', 'nikhil', 'dsouza', 'music', '-', 'pritam', 'chakraborty', 'lyrics', '-', 'kumaar', 'director', '-', 'mohit', 'suri', 'studio', '-', 'vishesh', 'films', 'producer', '-', 'mukesh', 'bhatt', '&', 'kumkum', 'saigal', 'music', 'label', '-', 'sony', 'music', 'entertainment', 'india', 'pvt.', 'ltd.', 'subscribe:', 'vevo', '-', 'http://www.youtube.com/user/sonymusicindiavevo?sub_confirmation=1', 'like', 'us:', 'facebook:', 'https://www.facebook.com/sonymusicindia', 'follow', 'us:', 'twitter:', 'https://twitter.com/sonymusicindia', 'g+:', 'https://plus.google.com/+sonymusicindia']","['Crook', 'Mere Bina', 'Kya', 'Challa', 'Tujhi Mein', 'Tujhko Jo Paaya', 'Emraan Hashmi; Neha Shrama; Arjan Bajwa', 'Pritam Chakraborty', 'Pritam', 'Nikhil Dsouza', 'Neeraj Shridhar', ""Babbu Mann; Suzanne D'Mello"", 'Mohit Chauhan; Kumaar', 'Vishesh Films', 'Mohit Suri', 'Mukesh Bhatt; Kumkum Saigal', 'Sony Music Entertainment', 'bollywood', 'best of emraan hashmi', 'emraan hashmi kiss scene', 'love songs']",1,0,1,Y,
iqqEnK6JVmE,Full Video: Kabhi Kabhi Aditi Zindagi | Jaane Tu Ya Jaane Na | A.R. Rahman | Rashid Ali,10,"['presenting', 'full', 'video', '""kabhi', 'kabhi', 'aditi', 'zindagi""', 'movie', 'jaane', 'tu', 'ya', 'jaane', 'na.', 'film', 'romantic', 'comedy', 'film,', 'written', 'directed', 'abbas', 'tyrewala.', 'film', 'stars', 'imran', 'khan', 'genelia', ""d'souza"", 'lead', 'roles.', 'music', 'film', 'composed', 'a.r.', 'rahman.', 'song', '-', 'kabhi', 'kabhi', 'aditi', 'zindagi', 'film', '-', 'jaane', 'tu...', 'ya', 'jaane', 'na', 'singer', '-', 'rashid', 'ali', 'lyricist', '-', 'abbas', 'tyrewala', 'music', '-', 'a.r.', 'rahman', 'artist', '-', 'imran', 'khan,', 'genelia', 'dsouza,', 'manjari', 'phadnis,', 'ayaz', 'khan', 'others', 'music', '-', 't-series', '__', 'enjoy', '&', 'stay', 'connected', 'us!', '👉', 'subscribe', 't-series:', 'http://bit.ly/tseriesyoutube', '👉', 'like', 'us', 'facebook:', 'https://www.facebook.com/tseriesmusic', '👉follow', 'us', 'twitter:', 'https://twitter.com/tseries', '👉', 'follow', 'us', 'instagram:', 'http://bit.ly/instagramtseries']","['Kabhi Kabhi Aditi Zindagi', 'Jaane Tu... Ya Jaane Na', 'Rashid Ali', 'Abbas Tyrewala', 'A.R. Rahman', 'Imran Khan', 'Manjari Phadnis', 'Ayaz Khan', 'Others', 'Genelia Dsouza', 'Hindi Bollywood Song', 'Hindi Movies', 'Hindi Songs', 'tseries movies', 'official song', 'Kabhi Kabhi Aditi Zindagi Song', 'Latest Hindi Movies', 'Full Hindi Song', 'Bollywood Song', 'Latest Hindi Song', 'Full Movies Song', 'Latest Bollywood Song', 'Hit Song', 'Hindi Songs 2008', 'Hindi Movies 2008', 'tseries']",1,0,1,Y,
ciJrcRbDzc4,Covered in rain - John Mayer (cover),10,[], ,1,0,0,Y,
ywFSlzjTlOU,Queen of California,10,"['provided', 'youtube', 'columbia', 'queen', 'california', '·', 'john', 'mayer', 'born', 'raised', '℗', '2012', 'columbia', 'records,', 'division', 'sony', 'music', 'entertainment', 'released', 'on:', '2012-05-18', 'drums,', 'percussion:', 'aaron', 'sterling', 'bass:', 'sean', 'hurley', 'keyboards:', 'chuck', 'leavell', 'steel', 'guitar:', 'greg', 'leisz', 'producer:', 'executive', 'producer:', 'michael', 'mcdonald', 'unknown:', 'chad', 'franscoviak', 'assistant', 'engineer:', 'phil', 'joly', 'assistant', 'engineer:', 'pete', 'bischoff', 'assistant', 'engineer:', 'ian', 'shea', 'unknown:', 'martin', 'pradler', 'misc.', 'prod.:', 'rene', 'martinez', 'mixing', 'engineer:', 'manny', 'marroquin', 'assistant', 'engineer:', 'chris', 'galland', 'mastering', 'engineer:', 'bob', 'ludwig', 'auto-generated', 'youtube.']","['John Mayer', '約翰梅爾', 'Born and Raised', 'Queen of California']",1,0,1,Y,
Ex47E7OQiOU,John Mayer - Wild Blue (The Late Show with Stephen Colbert),10,"['music', 'video', 'john', 'mayer', 'performing', 'wild', 'blue', '(the', 'late', 'show', 'stephen', 'colbert).', '(c)', '2021', 'columbia', 'records,', 'division', 'sony', 'music', 'entertainment', 'http://vevo.ly/x4ghnh']","['Columbia', 'John Mayer', 'Pop', 'Wild Blue']",1,0,1,Y,
GJMndbRx0zA,Coldplay - Fix You (Official Video),10,"['coldplay', '-', 'fix', 'taken', 'album', 'x&y', 'released', '2005', '(hear', 'album', 'https://smarturl.it/x-and-y-cp)', 'music', 'spheres,', 'new', 'coldplay', 'album', 'october', '15th,', '2021.', 'pre-order', 'album', 'here:', 'https://cldp.ly/mots', 'subscribe', 'content', 'coldplay:', 'https://bit.ly/subscribecoldplay', 'listen', 'album', 'x&y', 'youtube', 'here:', 'https://www.youtube.com/playlist?list=olak5uy_lrdzgkvuenqqanspsk8lsswwaduyy4dr8', 'see', 'official', 'videos', 'coldplay', 'here:', 'https://www.youtube.com/playlist?list=plsvoylzbrlfajd4hnqshw1lyjdkeqb_iu', 'follow', 'coldplay', 'website:', 'http://www.coldplay.com', 'instagram:', 'http://instagram.com/coldplay', 'twitter:', 'https://twitter.com/coldplay', 'facebook:', 'https://www.facebook.com/coldplay', 'tiktok:', 'https://www.tiktok.com/@coldplay', 'spotify:', 'https://bit.ly/coldplayspotify', 'tumblr:', 'http://coldplay.tumblr.com/', 'vk:', 'https://vk.com/coldplay', '🌙☀️', 'coldplay', 'since', 'forming', 'university', 'london,', 'coldplay', 'gone', 'become', 'one', 'planet’s', 'popular', 'acts,', 'selling', '100', 'million', 'copies', 'eight', 'number', 'one', 'albums,', 'spawned', 'string', 'hits', 'including', 'yellow,', 'clocks,', 'fix', 'you,', 'paradise,', 'viva', 'la', 'vida,', 'sky', 'full', 'stars,', 'hymn', 'weekend,', 'adventure', 'lifetime,', 'orphans', 'and,', 'recently,', 'higher', 'power.', '#coldplay', '#fixyou', '#xandy']","['Coldplay', 'Fix You', 'X&Y', 'X & Y', 'Official Music Video', 'Coldplay 2005', 'Alternative', 'indie', 'pop', 'rock', 'Chris Martin', 'Jonny Buckland', 'Guy Berryman', 'Will Champion', 'Parlophone', 'Cold play', 'Colplay', 'Codplay', 'Coldplay 3rd album', 'Coldplay third album', ""when you try your best but you don't succeed"", 'lights will guide you home', 'Live', 'Fix You video', 'Fix You lyrics']",1,0,1,Y,
e1fJwXmz1rg,Olivia Rodrigo - traitor (Lyric Video),10,"['music', 'video', 'olivia', 'rodrigo', 'performing', 'traitor', '(lyric', 'video).', '©', '2021', 'olivia', 'rodrigo,', 'exclusive', 'license', 'geffen', 'records', 'http://vevo.ly/v77xwz']","['Olivia', 'Rodrigo', 'traitor', '(Lyric', 'Video)', 'Pop']",1,0,1,Y,
